Customer_ID,gender,Partner,Dependents,Senior_Citizen,Call_Duration,Data_Usage,Plan_Type,Plan_Level,Monthly_Bill_Amount,Tenure_Months,Multiple_Lines,Tech_Support,Churn
NSat7802,Male,Yes,No,1,321,5.37,Prepaid,Premium,126,22,Yes,Yes,0
NSat7803,Female,No,No,0,78,3.5,Postpaid,Basic,97,56,No,No,1
NSat7804,Male,Yes,No,0,104,8.42,Postpaid,Basic,92,41,Yes,No,1
NSat7805,Female,Yes,Yes,0,161,6.13,Prepaid,Premium,126,13,Yes,Yes,0
NSat7806,Male,Yes,No,1,286,4.39,Postpaid,Premium,228.55,39,Yes,Yes,0
NSat7807,Female,No,Yes,0,195,4.9,Postpaid,Basic,205,36,No,No,1
NSat7808,Male,No,No,0,408,2.02,Postpaid,Premium,289.9,48,Yes,Yes,0
NSat7809,Male,Yes,No,0,188,6.38,Prepaid,Premium,126,47,Yes,Yes,0
NSat7810,Female,No,No,0,333,6.59,Prepaid,Premium,126,18,Yes,Yes,0
NSat7811,Female,Yes,Yes,0,130,6.06,Postpaid,Basic,92,2,Yes,No,1
NSat7812,Male,Yes,No,0,321,6.64,Prepaid,Premium,126,21,Yes,Yes,0
NSat7813,Male,Yes,Yes,0,140,2.09,Postpaid,Premium,129.45,50,Yes,Yes,0
NSat7814,Male,Yes,Yes,0,135,3.5,Postpaid,Basic,100,27,Yes,Yes,1
NSat7815,Male,No,No,0,240,1.94,Postpaid,Premium,188.7,53,Yes,Yes,0
NSat7816,Male,No,No,1,396,2.15,Prepaid,Premium,126,8,Yes,Yes,0
NSat7817,Female,No,No,0,375,9.17,Postpaid,Basic,392,26,No,No,1
NSat7818,Male,No,Yes,0,452,7.32,Prepaid,Premium,126,56,Yes,Yes,0
NSat7819,Male,No,No,0,280,8.11,Postpaid,Basic,92,41,Yes,No,1
NSat7820,Female,Yes,Yes,0,125,3.05,Postpaid,Basic,100,30,Yes,Yes,1
NSat7821,Male,Yes,No,0,108,4.6,Prepaid,Premium,126,43,Yes,Yes,0
NSat7822,Female,Yes,No,0,365,3.23,Postpaid,Basic,92,6,Yes,No,1
NSat7823,Female,No,No,1,200,3.4,Postpaid,Basic,194,49,No,No,1
NSat7824,Female,No,No,0,58,6.58,Postpaid,Basic,112,25,No,No,1
NSat7825,Male,Yes,Yes,0,310,6.32,Postpaid,Premium,252.6,8,Yes,Yes,0
NSat7826,Male,Yes,No,1,203,4.37,Postpaid,Premium,178.65,43,Yes,Yes,0
NSat7827,Female,Yes,No,0,52,9.71,Postpaid,Basic,139,47,No,No,1
NSat7828,Male,Yes,Yes,0,87,7.52,Postpaid,Basic,92,21,Yes,No,1
NSat7829,Female,Yes,Yes,0,114,1.69,Postpaid,Premium,111.85,10,Yes,Yes,0
NSat7830,Male,Yes,Yes,0,264,1.07,Postpaid,Basic,88,39,No,Yes,1
NSat7831,Male,No,Yes,0,283,1.41,Postpaid,Basic,92,27,Yes,No,1
NSat7832,Female,No,No,0,343,3.15,Postpaid,Basic,306,13,No,No,1
NSat7833,Male,Yes,Yes,0,384,2.58,Postpaid,Basic,333,59,No,No,1
NSat7834,Male,Yes,No,1,118,7.25,Postpaid,Basic,167,53,No,No,1
NSat7835,Female,Yes,No,0,165,9.21,Postpaid,Basic,92,12,Yes,No,1
NSat7836,Female,Yes,Yes,0,85,7.72,Postpaid,Basic,145,33,No,No,1
NSat7837,Male,No,No,0,383,1.96,Postpaid,Premium,274.6,49,Yes,Yes,0
NSat7838,Female,No,No,0,224,3.2,Postpaid,Basic,211,47,No,No,1
NSat7839,Male,Yes,Yes,0,453,9.35,Postpaid,Premium,353.55,53,Yes,Yes,0
NSat7840,Male,Yes,No,1,241,1.32,Postpaid,Basic,92,54,Yes,No,1
NSat7841,Female,Yes,Yes,0,364,9.14,Postpaid,Premium,299.1,56,Yes,Yes,0
NSat7842,Male,No,No,1,159,2.24,Prepaid,Premium,126,39,Yes,Yes,0
NSat7843,Female,No,No,0,34,1.8,Postpaid,Basic,92,37,Yes,No,1
NSat7844,Male,Yes,No,1,256,3.37,Prepaid,Premium,126,45,Yes,Yes,0
NSat7845,Female,Yes,No,0,109,7.99,Prepaid,Premium,126,1,Yes,Yes,0
NSat7846,Female,No,No,0,464,8.57,Postpaid,Premium,356.25,2,Yes,Yes,0
NSat7847,Female,No,No,0,244,2.61,Postpaid,Basic,92,52,Yes,No,1
NSat7848,Female,No,No,0,476,3.62,Prepaid,Premium,126,32,Yes,Yes,0
NSat7849,Male,Yes,Yes,0,441,1.78,Postpaid,Premium,308.5,47,Yes,Yes,0
NSat7850,Male,Yes,No,0,87,4.81,Prepaid,Premium,126,37,Yes,Yes,0
NSat7851,Male,No,No,1,261,9.94,Postpaid,Basic,308,44,No,No,1
NSat7852,Female,No,No,1,123,6.97,Prepaid,Premium,126,57,Yes,Yes,0
NSat7853,Male,Yes,No,1,413,9.87,Postpaid,Premium,332.15,23,Yes,Yes,0
NSat7854,Male,Yes,No,0,192,8.91,Postpaid,Basic,92,36,Yes,No,1
NSat7855,Female,No,No,0,129,3.05,Prepaid,Premium,126,54,Yes,Yes,0
NSat7856,Female,No,No,0,157,8.61,Postpaid,Basic,212,40,No,No,1
NSat7857,Female,No,No,0,103,2.01,Postpaid,Basic,103,5,No,No,1
NSat7858,Female,Yes,Yes,0,249,4.85,Postpaid,Basic,92,30,Yes,No,1
NSat7859,Female,No,No,0,490,6.64,Postpaid,Premium,362.2,39,Yes,Yes,0
NSat7860,Female,Yes,No,0,217,2.81,Postpaid,Premium,179.25,22,Yes,Yes,0
NSat7861,Female,No,No,0,397,9.52,Prepaid,Premium,126,47,Yes,Yes,0
NSat7862,Male,No,No,0,347,7.83,Postpaid,Basic,356,54,No,No,1
NSat7863,Female,No,No,0,167,5.08,Prepaid,Premium,126,57,Yes,Yes,0
NSat7864,Female,No,No,0,266,7.36,Postpaid,Basic,92,26,Yes,No,1
NSat7865,Female,Yes,No,0,395,7.54,Postpaid,Premium,309.7,5,Yes,Yes,0
NSat7866,Female,Yes,No,0,237,6.93,Postpaid,Basic,259,39,No,No,1
NSat7867,Male,No,No,0,373,5.61,Prepaid,Premium,126,3,Yes,Yes,0
NSat7868,Male,Yes,No,1,67,4.21,Postpaid,Basic,96,43,No,No,1
NSat7869,Female,No,No,0,135,2.89,Postpaid,Basic,137,47,No,No,1
NSat7870,Female,Yes,Yes,0,161,3.01,Postpaid,Basic,92,24,Yes,No,1
NSat7871,Male,Yes,Yes,0,204,5.54,Postpaid,Basic,92,60,Yes,No,1
NSat7872,Male,No,No,0,59,2.32,Postpaid,Basic,92,23,Yes,No,1
NSat7873,Female,No,Yes,0,322,1.68,Postpaid,Basic,274,10,No,No,1
NSat7874,Female,No,No,0,259,7.02,Postpaid,Basic,277,45,No,No,1
NSat7875,Female,No,No,0,273,3.81,Postpaid,Basic,92,16,Yes,No,1
NSat7876,Female,Yes,No,0,92,9.66,Postpaid,Premium,138.5,34,Yes,Yes,0
NSat7877,Female,No,No,1,215,6.79,Prepaid,Premium,126,24,Yes,Yes,0
NSat7878,Female,No,No,0,252,8.51,Postpaid,Premium,228.75,58,Yes,Yes,0
NSat7879,Male,No,No,0,259,6.97,Postpaid,Premium,225.25,19,Yes,Yes,0
NSat7880,Male,Yes,No,0,213,5.58,Postpaid,Basic,88,35,No,Yes,1
NSat7881,Male,No,No,0,158,4.22,Postpaid,Basic,169,1,No,No,1
NSat7882,Female,No,No,0,370,8.44,Postpaid,Basic,88,39,No,Yes,1
NSat7883,Female,Yes,Yes,0,88,3.48,Postpaid,Premium,105.2,6,Yes,Yes,0
NSat7884,Female,No,No,0,371,4.82,Prepaid,Premium,126,11,Yes,Yes,0
NSat7885,Male,Yes,No,1,132,9.17,Postpaid,Basic,88,12,No,Yes,1
NSat7886,Male,Yes,Yes,0,108,1.72,Postpaid,Basic,92,56,Yes,No,1
NSat7887,Female,Yes,Yes,0,46,2.26,Postpaid,Basic,59,7,No,No,1
NSat7888,Male,No,Yes,0,381,4.35,Postpaid,Basic,348,42,No,No,1
NSat7889,Female,Yes,Yes,0,322,7.93,Postpaid,Basic,92,18,Yes,No,1
NSat7890,Male,Yes,No,1,55,1.82,Postpaid,Basic,62,19,No,No,1
NSat7891,Female,No,No,0,231,5.57,Postpaid,Premium,201.45,45,Yes,Yes,0
NSat7892,Male,No,No,0,264,7.05,Postpaid,Basic,282,8,No,No,1
NSat7893,Male,No,No,0,263,8.1,Postpaid,Basic,291,16,No,No,1
NSat7894,Male,Yes,Yes,0,57,3.54,Postpaid,Basic,92,47,Yes,No,1
NSat7895,Male,No,No,0,497,1.08,Prepaid,Premium,126,35,Yes,Yes,0
NSat7896,Female,Yes,Yes,0,463,5.82,Prepaid,Premium,126,60,Yes,Yes,0
NSat7897,Male,Yes,No,1,120,1.08,Postpaid,Basic,92,41,Yes,No,1
NSat7898,Male,Yes,Yes,0,59,8.72,Postpaid,Basic,92,45,Yes,No,1
NSat7899,Female,Yes,Yes,0,128,7.04,Postpaid,Basic,92,37,Yes,No,1
NSat7900,Male,No,No,1,231,8.85,Postpaid,Basic,92,53,Yes,No,1
NSat7901,Male,Yes,Yes,0,452,8.15,Prepaid,Premium,126,52,Yes,Yes,0
NSat7902,Male,Yes,Yes,0,73,5.19,Postpaid,Basic,92,29,Yes,No,1
NSat7903,Female,Yes,No,0,76,6.11,Postpaid,Premium,111.15,46,Yes,Yes,0
NSat7904,Male,Yes,No,0,290,9.4,Prepaid,Premium,126,58,Yes,Yes,0
NSat7905,Female,No,No,0,159,2.23,Prepaid,Premium,126,33,Yes,Yes,0
NSat7906,Male,No,No,0,134,8.8,Postpaid,Premium,159.4,39,Yes,Yes,0
NSat7907,Female,No,No,1,269,7.79,Postpaid,Basic,92,58,Yes,No,1
NSat7908,Male,No,No,0,181,6.51,Postpaid,Basic,210,13,No,No,1
NSat7909,Male,No,No,0,307,7.76,Prepaid,Premium,126,6,Yes,Yes,0
NSat7910,Female,No,No,0,383,2.15,Postpaid,Premium,275.55,5,Yes,Yes,0
NSat7911,Male,No,No,0,391,7.35,Prepaid,Premium,126,57,Yes,Yes,0
NSat7912,Male,Yes,No,0,64,3.94,Postpaid,Premium,93.1,44,Yes,Yes,0
NSat7913,Female,No,No,1,154,4.02,Postpaid,Basic,92,2,Yes,No,1
NSat7914,Female,No,No,0,41,3.82,Postpaid,Basic,88,51,No,Yes,1
NSat7915,Male,Yes,Yes,0,93,9.7,Postpaid,Premium,139.3,7,Yes,Yes,0
NSat7916,Male,No,No,0,99,8.69,Prepaid,Premium,126,7,Yes,Yes,0
NSat7917,Female,No,No,0,115,4.49,Prepaid,Premium,126,30,Yes,Yes,0
NSat7918,Male,No,No,0,467,6.83,Postpaid,Premium,349.35,57,Yes,Yes,0
NSat7919,Male,Yes,Yes,0,63,8.24,Postpaid,Basic,133,19,No,No,1
NSat7920,Male,No,No,0,128,6.25,Postpaid,Basic,165,53,No,No,1
NSat7921,Female,No,No,1,272,1.01,Postpaid,Premium,203.25,15,Yes,Yes,0
NSat7922,Female,No,No,0,59,3.42,Prepaid,Premium,126,15,Yes,Yes,0
NSat7923,Male,Yes,Yes,0,170,7.48,Postpaid,Basic,92,1,Yes,No,1
NSat7924,Female,No,No,0,134,1.06,Postpaid,Basic,88,60,No,Yes,1
NSat7925,Male,Yes,Yes,0,241,6.88,Postpaid,Premium,214,38,Yes,Yes,0
NSat7926,Male,No,No,0,230,2.78,Prepaid,Premium,126,28,Yes,Yes,0
NSat7927,Male,No,No,0,88,2.35,Postpaid,Basic,88,17,No,Yes,1
NSat7928,Male,No,No,0,14,3.77,Postpaid,Basic,92,7,Yes,No,1
NSat7929,Female,Yes,Yes,0,153,2.14,Postpaid,Basic,144,43,No,No,1
NSat7930,Male,Yes,No,1,78,5.05,Postpaid,Basic,92,40,Yes,No,1
NSat7931,Female,No,No,0,91,3.41,Postpaid,Basic,100,5,Yes,Yes,1
NSat7932,Male,Yes,No,1,183,6.28,Postpaid,Basic,209,31,No,No,1
NSat7933,Male,Yes,No,0,263,3.23,Prepaid,Premium,126,15,Yes,Yes,0
NSat7934,Male,No,No,1,271,5.1,Postpaid,Basic,92,16,Yes,No,1
NSat7935,Female,Yes,No,1,55,3.64,Prepaid,Premium,126,43,Yes,Yes,0
NSat7936,Male,No,No,1,52,7.46,Prepaid,Premium,126,2,Yes,Yes,0
NSat7937,Female,Yes,Yes,0,299,8.64,Prepaid,Premium,126,58,Yes,Yes,0
NSat7938,Female,Yes,No,1,287,9.31,Postpaid,Basic,92,6,Yes,No,1
NSat7939,Male,Yes,Yes,1,466,8.97,Postpaid,Premium,359.45,9,Yes,Yes,0
NSat7940,Male,No,No,0,63,5.09,Prepaid,Premium,126,30,Yes,Yes,0
NSat7941,Male,Yes,Yes,0,498,9.78,Postpaid,Premium,382.7,31,Yes,Yes,0
NSat7942,Female,No,No,0,361,9,Postpaid,Premium,296.6,4,Yes,Yes,0
NSat7943,Female,Yes,No,0,321,4.39,Postpaid,Basic,301,15,No,No,1
NSat7944,Male,No,No,0,490,4.63,Postpaid,Premium,352.15,29,Yes,Yes,0
NSat7945,Male,No,No,0,238,5.35,Prepaid,Premium,126,43,Yes,Yes,0
NSat7946,Female,Yes,Yes,1,397,5.5,Postpaid,Basic,88,1,No,Yes,1
NSat7947,Female,No,No,0,82,1.75,Postpaid,Basic,88,56,No,Yes,1
NSat7948,Female,Yes,Yes,0,404,6.41,Prepaid,Premium,126,43,Yes,Yes,0
NSat7949,Male,Yes,No,0,202,1.43,Postpaid,Basic,88,16,No,Yes,1
NSat7950,Female,No,No,0,355,9.25,Postpaid,Premium,294.25,21,Yes,Yes,0
NSat7951,Male,No,Yes,0,376,9.33,Postpaid,Premium,307.25,45,Yes,Yes,0
NSat7952,Female,No,No,0,89,2.61,Postpaid,Basic,100,36,Yes,Yes,1
NSat7953,Female,No,Yes,0,277,9.95,Postpaid,Basic,92,59,Yes,No,1
NSat7954,Male,No,No,0,310,1.68,Postpaid,Basic,265,19,No,No,1
NSat7955,Male,No,No,0,199,3.79,Postpaid,Basic,88,37,No,Yes,1
NSat7956,Male,Yes,Yes,0,141,8.79,Postpaid,Premium,163.55,34,Yes,Yes,0
NSat7957,Female,No,No,0,408,2.2,Postpaid,Premium,290.8,40,Yes,Yes,0
NSat7958,Male,Yes,No,1,90,3.84,Postpaid,Basic,110,59,No,No,1
NSat7959,Male,Yes,No,0,172,4.32,Postpaid,Premium,159.8,13,Yes,Yes,0
NSat7960,Female,Yes,Yes,0,76,9.38,Postpaid,Basic,155,11,No,No,1
NSat7961,Female,No,No,1,242,4.04,Postpaid,Basic,92,10,Yes,No,1
NSat7962,Female,No,No,0,374,7.79,Postpaid,Basic,88,6,No,Yes,1
NSat7963,Male,Yes,No,0,307,8.59,Postpaid,Premium,262.15,35,Yes,Yes,0
NSat7964,Male,Yes,Yes,0,218,9.31,Prepaid,Premium,126,54,Yes,Yes,0
NSat7965,Female,Yes,Yes,0,411,1.43,Prepaid,Premium,126,44,Yes,Yes,0
NSat7966,Male,Yes,Yes,0,16,4.55,Postpaid,Basic,58,14,No,No,1
NSat7967,Male,Yes,No,0,395,5.59,Postpaid,Premium,299.95,15,Yes,Yes,0
NSat7968,Male,No,No,1,86,8.51,Postpaid,Premium,129.15,45,Yes,Yes,0
NSat7969,Female,No,No,0,10,1.93,Postpaid,Basic,100,30,Yes,Yes,1
NSat7970,Female,No,No,0,316,4.04,Prepaid,Premium,126,3,Yes,Yes,0
NSat7971,Male,Yes,No,0,451,9.97,Prepaid,Premium,126,58,Yes,Yes,0
NSat7972,Male,Yes,Yes,0,334,4.79,Prepaid,Premium,126,4,Yes,Yes,0
NSat7973,Female,No,No,1,37,2.1,Postpaid,Basic,100,35,Yes,Yes,1
NSat7974,Male,No,No,0,143,3.18,Postpaid,Premium,136.7,34,Yes,Yes,0
NSat7975,Male,Yes,Yes,0,279,1.38,Prepaid,Premium,126,12,Yes,Yes,0
NSat7976,Male,Yes,Yes,0,320,9.49,Postpaid,Basic,88,17,No,Yes,1
NSat7977,Male,No,No,0,247,6.84,Postpaid,Basic,88,36,No,Yes,1
NSat7978,Male,No,No,0,101,1.67,Postpaid,Basic,98,3,No,No,1
NSat7979,Female,No,No,0,45,1.07,Postpaid,Basic,92,34,Yes,No,1
NSat7980,Male,No,No,0,202,8.93,Postpaid,Basic,251,9,No,No,1
NSat7981,Female,No,No,0,478,8.19,Prepaid,Premium,126,36,Yes,Yes,0
NSat7982,Female,Yes,Yes,0,89,2.44,Postpaid,Premium,100.6,20,Yes,Yes,0
NSat7983,Male,No,No,0,88,7.06,Postpaid,Basic,141,56,No,No,1
NSat7984,Female,No,No,0,258,1.68,Postpaid,Basic,223,45,No,No,1
NSat7985,Male,Yes,No,0,58,1.6,Postpaid,Basic,92,42,Yes,No,1
NSat7986,Female,Yes,No,0,308,4.93,Postpaid,Basic,100,27,Yes,Yes,1
NSat7987,Male,No,No,1,211,2.37,Postpaid,Premium,173.45,47,Yes,Yes,0
NSat7988,Female,Yes,Yes,0,226,9.6,Prepaid,Premium,126,59,Yes,Yes,0
NSat7989,Male,Yes,Yes,0,99,4.62,Prepaid,Premium,126,46,Yes,Yes,0
NSat7990,Male,Yes,No,1,254,5.31,Postpaid,Basic,92,36,Yes,No,1
NSat7991,Male,No,Yes,0,59,2.81,Postpaid,Basic,75,12,No,No,1
NSat7992,Male,No,No,0,136,9.15,Postpaid,Premium,162.35,32,Yes,Yes,0
NSat7993,Male,Yes,Yes,0,71,1.11,Postpaid,Basic,92,53,Yes,No,1
NSat7994,Male,No,No,0,181,1.17,Postpaid,Basic,157,29,No,No,1
NSat7995,Female,No,No,0,364,8.54,Postpaid,Basic,92,21,Yes,No,1
NSat7996,Male,Yes,Yes,0,113,7.49,Prepaid,Premium,126,31,Yes,Yes,0
NSat7997,Male,No,No,0,337,4.99,Postpaid,Basic,320,3,No,No,1
NSat7998,Female,No,No,0,99,3.94,Prepaid,Premium,126,1,Yes,Yes,0
NSat7999,Male,Yes,No,0,212,6.88,Postpaid,Premium,196.6,32,Yes,Yes,0
NSat8000,Male,No,No,0,359,6.9,Prepaid,Premium,126,33,Yes,Yes,0
NSat8001,Male,No,Yes,0,128,6.87,Postpaid,Basic,171,18,No,No,1
NSat8002,Female,No,No,0,396,3.34,Postpaid,Premium,289.3,18,Yes,Yes,0
NSat8003,Male,Yes,No,0,388,4.1,Postpaid,Basic,92,11,Yes,No,1
NSat8004,Female,Yes,No,0,441,2.14,Prepaid,Premium,126,47,Yes,Yes,0
NSat8005,Female,Yes,Yes,0,103,3.4,Postpaid,Basic,116,34,No,No,1
NSat8006,Male,No,No,1,489,6.18,Prepaid,Premium,126,9,Yes,Yes,0
NSat8007,Male,Yes,Yes,0,84,6.85,Postpaid,Basic,88,24,No,Yes,1
NSat8008,Male,No,Yes,0,205,3.25,Postpaid,Premium,174.25,23,Yes,Yes,0
NSat8009,Male,Yes,Yes,0,386,6.38,Prepaid,Premium,126,6,Yes,Yes,0
NSat8010,Male,Yes,No,1,492,7.32,Prepaid,Premium,126,16,Yes,Yes,0
NSat8011,Male,Yes,Yes,0,349,9.1,Prepaid,Premium,126,46,Yes,Yes,0
NSat8012,Female,Yes,Yes,0,460,2.45,Prepaid,Premium,126,47,Yes,Yes,0
NSat8013,Female,Yes,Yes,0,310,6.12,Postpaid,Basic,309,52,No,No,1
NSat8014,Female,Yes,No,1,374,2.34,Prepaid,Premium,126,29,Yes,Yes,0
NSat8015,Female,No,No,0,430,2.43,Postpaid,Premium,305.15,13,Yes,Yes,0
NSat8016,Female,No,No,0,239,2.77,Prepaid,Premium,126,24,Yes,Yes,0
NSat8017,Male,No,No,0,155,9.35,Postpaid,Basic,100,42,Yes,Yes,1
NSat8018,Male,No,No,0,368,1,Postpaid,Premium,260.8,56,Yes,Yes,0
NSat8019,Male,No,No,0,106,4.03,Postpaid,Basic,125,2,No,No,1
NSat8020,Female,No,No,0,269,7.01,Postpaid,Basic,92,35,Yes,No,1
NSat8021,Female,Yes,Yes,0,206,6.09,Prepaid,Premium,126,31,Yes,Yes,0
NSat8022,Female,Yes,Yes,0,336,5.55,Postpaid,Basic,324,4,No,No,1
NSat8023,Female,No,No,0,237,2.9,Postpaid,Basic,219,26,No,No,1
NSat8024,Female,No,No,1,262,7.27,Postpaid,Basic,282,29,No,No,1
NSat8025,Female,Yes,No,0,4,2.34,Postpaid,Basic,92,31,Yes,No,1
NSat8026,Female,No,Yes,0,413,3.57,Postpaid,Premium,300.65,42,Yes,Yes,0
NSat8027,Female,No,No,0,51,9.42,Postpaid,Premium,112.7,3,Yes,Yes,0
NSat8028,Male,Yes,Yes,0,78,8.06,Postpaid,Basic,92,19,Yes,No,1
NSat8029,Male,Yes,No,0,395,6.2,Prepaid,Premium,126,52,Yes,Yes,0
NSat8030,Male,No,No,0,205,4.48,Prepaid,Premium,126,30,Yes,Yes,0
NSat8031,Female,No,No,0,224,2.32,Postpaid,Basic,202,53,No,No,1
NSat8032,Female,Yes,Yes,1,175,9.99,Postpaid,Basic,88,50,No,Yes,1
NSat8033,Male,Yes,No,1,322,5.04,Postpaid,Basic,92,46,Yes,No,1
NSat8034,Male,No,No,1,180,1.85,Postpaid,Basic,92,39,Yes,No,1
NSat8035,Female,No,No,0,209,3.38,Postpaid,Basic,201,56,No,No,1
NSat8036,Male,Yes,No,1,290,8.65,Postpaid,Premium,252.25,16,Yes,Yes,0
NSat8037,Female,Yes,No,0,462,7.22,Postpaid,Premium,348.3,22,Yes,Yes,0
NSat8038,Male,No,No,1,359,9.92,Prepaid,Premium,126,42,Yes,Yes,0
NSat8039,Female,Yes,Yes,0,352,9.26,Prepaid,Premium,126,26,Yes,Yes,0
NSat8040,Male,Yes,No,1,294,9.09,Postpaid,Basic,326,27,No,No,1
NSat8041,Female,No,No,0,316,2.92,Prepaid,Premium,126,13,Yes,Yes,0
NSat8042,Female,No,No,0,387,4.9,Postpaid,Premium,291.7,41,Yes,Yes,0
NSat8043,Female,Yes,No,1,499,4.8,Prepaid,Premium,126,2,Yes,Yes,0
NSat8044,Male,No,No,0,87,6.24,Prepaid,Premium,126,56,Yes,Yes,0
NSat8045,Female,No,Yes,0,471,6.41,Prepaid,Premium,126,50,Yes,Yes,0
NSat8046,Female,Yes,Yes,0,423,4.91,Prepaid,Premium,126,56,Yes,Yes,0
NSat8047,Female,No,No,0,134,9.27,Prepaid,Premium,126,46,Yes,Yes,0
NSat8048,Male,Yes,No,0,357,1.69,Postpaid,Basic,92,28,Yes,No,1
NSat8049,Male,Yes,No,1,394,6.24,Prepaid,Premium,126,8,Yes,Yes,0
NSat8050,Female,Yes,Yes,0,149,9.21,Postpaid,Basic,211,29,No,No,1
NSat8051,Male,Yes,No,0,111,7.66,Postpaid,Basic,100,57,Yes,Yes,1
NSat8052,Male,No,No,0,453,5.66,Postpaid,Premium,335.1,24,Yes,Yes,0
NSat8053,Female,Yes,Yes,0,351,7.66,Postpaid,Basic,88,58,No,Yes,1
NSat8054,Female,No,Yes,0,239,5.76,Prepaid,Premium,126,51,Yes,Yes,0
NSat8055,Female,Yes,Yes,0,8,7.2,Postpaid,Basic,92,2,Yes,No,1
NSat8056,Female,No,No,0,71,1.1,Postpaid,Premium,83.1,17,Yes,Yes,0
NSat8057,Female,No,No,0,52,5.89,Postpaid,Basic,100,52,Yes,Yes,1
NSat8058,Male,No,No,0,105,8.45,Postpaid,Premium,140.25,50,Yes,Yes,0
NSat8059,Male,Yes,No,0,304,4.85,Postpaid,Basic,292,25,No,No,1
NSat8060,Female,No,No,0,212,5.56,Postpaid,Basic,88,45,No,Yes,1
NSat8061,Female,No,No,1,274,4.75,Postpaid,Basic,267,40,No,No,1
NSat8062,Female,No,Yes,0,305,6.69,Postpaid,Basic,92,14,Yes,No,1
NSat8063,Female,No,No,1,252,1.71,Postpaid,Basic,219,34,No,No,1
NSat8064,Female,Yes,Yes,0,42,7.32,Postpaid,Basic,107,33,No,No,1
NSat8065,Male,No,No,0,242,8.07,Prepaid,Premium,126,53,Yes,Yes,0
NSat8066,Male,No,No,0,301,6.76,Prepaid,Premium,126,51,Yes,Yes,0
NSat8067,Male,No,No,0,162,1.26,Postpaid,Basic,142,1,No,No,1
NSat8068,Male,No,No,0,388,6.11,Postpaid,Basic,372,34,No,No,1
NSat8069,Female,No,Yes,0,365,1.54,Postpaid,Basic,307,42,No,No,1
NSat8070,Male,Yes,Yes,0,490,3.04,Postpaid,Premium,344.2,37,Yes,Yes,0
NSat8071,Male,Yes,Yes,0,245,9.87,Postpaid,Basic,100,40,Yes,Yes,1
NSat8072,Male,Yes,Yes,0,435,2.75,Postpaid,Premium,309.75,46,Yes,Yes,0
NSat8073,Female,Yes,Yes,0,326,9.22,Prepaid,Premium,126,55,Yes,Yes,0
NSat8074,Female,Yes,Yes,0,102,5.37,Postpaid,Premium,123.05,3,Yes,Yes,0
NSat8075,Male,Yes,No,0,133,4.04,Postpaid,Basic,147,42,No,No,1
NSat8076,Female,No,No,0,272,9.8,Postpaid,Basic,88,1,No,Yes,1
NSat8077,Female,Yes,Yes,0,100,2.53,Postpaid,Premium,107.65,15,Yes,Yes,0
NSat8078,Female,Yes,No,0,89,3.07,Postpaid,Basic,100,3,Yes,Yes,1
NSat8079,Female,Yes,No,0,165,3.44,Postpaid,Premium,151.2,55,Yes,Yes,0
NSat8080,Female,Yes,No,0,498,4.5,Postpaid,Premium,356.3,53,Yes,Yes,0
NSat8081,Male,No,No,0,356,5.02,Postpaid,Basic,335,44,No,No,1
NSat8082,Male,No,No,0,24,3.15,Postpaid,Basic,51,56,No,No,1
NSat8083,Female,Yes,No,0,419,5.29,Postpaid,Premium,312.85,47,Yes,Yes,0
NSat8084,Male,Yes,Yes,1,181,6.38,Prepaid,Premium,126,18,Yes,Yes,0
NSat8085,Male,Yes,No,0,208,2.59,Prepaid,Premium,126,41,Yes,Yes,0
NSat8086,Female,No,No,0,252,6.17,Postpaid,Basic,92,37,Yes,No,1
NSat8087,Male,Yes,No,0,211,9.88,Prepaid,Premium,126,19,Yes,Yes,0
NSat8088,Male,No,Yes,0,311,5.52,Postpaid,Premium,249.2,35,Yes,Yes,0
NSat8089,Female,No,No,0,99,2.39,Postpaid,Basic,103,6,No,No,1
NSat8090,Female,Yes,No,1,302,2.31,Postpaid,Basic,92,58,Yes,No,1
NSat8091,Male,Yes,Yes,0,346,6.56,Prepaid,Premium,126,52,Yes,Yes,0
NSat8092,Male,Yes,No,1,481,7.73,Prepaid,Premium,126,56,Yes,Yes,0
NSat8093,Female,Yes,No,0,129,9.28,Postpaid,Premium,158.8,11,Yes,Yes,0
NSat8094,Female,Yes,No,0,186,3.89,Prepaid,Premium,126,45,Yes,Yes,0
NSat8095,Male,No,No,0,270,1.42,Postpaid,Basic,230,5,No,No,1
NSat8096,Male,No,No,0,123,4.28,Postpaid,Basic,141,56,No,No,1
NSat8097,Female,No,No,1,185,3.83,Postpaid,Basic,186,3,No,No,1
NSat8098,Male,Yes,Yes,0,228,1.69,Postpaid,Premium,180.25,47,Yes,Yes,0
NSat8099,Male,Yes,Yes,0,288,2.53,Prepaid,Premium,126,49,Yes,Yes,0
NSat8100,Female,Yes,Yes,0,434,5.08,Prepaid,Premium,126,32,Yes,Yes,0
NSat8101,Female,Yes,No,1,231,5.46,Postpaid,Basic,92,30,Yes,No,1
NSat8102,Female,No,No,1,55,9.46,Postpaid,Basic,100,37,Yes,Yes,1
NSat8103,Female,Yes,No,0,217,3.6,Prepaid,Premium,126,55,Yes,Yes,0
NSat8104,Male,No,No,0,464,8.57,Postpaid,Premium,356.25,58,Yes,Yes,0
NSat8105,Female,No,No,0,96,9.15,Prepaid,Premium,126,2,Yes,Yes,0
