Listener_ID,Age,Gender,Location,Music_Preferences,Income_Level,Platform,Album_Sales,Streaming_Numbers,Streaming_Platform,Acquisition_Medium
2306,52,Male,Sydney,Alternative,Medium,Instagram,1,10,Apple Music,Adverts
2307,50,Male,Melbourne,Alternative,Medium,Twitter,1,10,Spotify,Adverts
2308,50,Male,Melbourne,Pop,Medium,Instagram,1,7,Apple Music,Influencers
2309,25,Male,Sydney,Hip-Hop,Low,Twitter,0,7,Spotify,Radio plays
2310,54,Female,New York,Pop,Medium,Instagram,1,6,Tidal,Radio plays
2311,65,Male,Melbourne,Hip-Hop,Low,Twitter,1,9,Spotify,Influencers
2312,38,Male,Sydney,Pop,Low,Twitter,1,7,Tidal,Influencers
2313,40,Male,London,Pop,Low,Instagram,0,10,Apple Music,Adverts
2314,39,Female,Melbourne,Country,Medium,Instagram,0,8,Others,Radio plays
2315,62,Female,Los Angeles,Pop,Low,Twitter,1,8,Apple Music,Influencers
2316,47,Female,Melbourne,Hip-Hop,Low,Twitter,1,5,Spotify,Radio plays
2317,64,Male,Tokyo,Alternative,Medium,Twitter,1,7,Apple Music,Organic
2318,64,Female,Melbourne,RnB,Low,Twitter,0,5,YouTube,Adverts
2319,52,Female,Los Angeles,Pop,Low,Instagram,1,7,Spotify,Influencers
2320,27,Male,London,Alternative,High,Instagram,1,8,Tidal,Adverts
2321,28,Male,New York,Pop,Medium,Instagram,1,10,Spotify,Radio plays
2322,33,Female,Sydney,Alternative,High,TikTok,1,6,Spotify,Organic
2323,46,Male,Sydney,Alternative,Low,TikTok,0,9,Apple Music,Adverts
2324,29,Female,Melbourne,Hip-Hop,Low,TikTok,1,8,Apple Music,Influencers
2325,56,Male,Lagos,Country,Low,Instagram,1,9,Spotify,Organic
2326,27,Male,Los Angeles,Pop,High,Twitter,0,8,Others,Adverts
2327,34,Male,Melbourne,Hip-Hop,Low,TikTok,0,9,Others,Adverts
2328,46,Female,Melbourne,Alternative,Low,Instagram,1,9,Apple Music,Organic
2329,35,Male,Los Angeles,Pop,Low,Instagram,1,10,Spotify,Radio plays
2330,61,Female,New York,Pop,Low,Twitter,0,6,Spotify,Organic
2331,52,Female,New York,Pop,Low,Twitter,0,9,YouTube,Adverts
2332,51,Male,London,Pop,Low,Instagram,1,10,YouTube,Adverts
2333,41,Female,Los Angeles,Pop,Low,Instagram,1,7,Apple Music,Adverts
2334,32,Female,Sydney,Alternative,Low,Twitter,1,9,Apple Music,Adverts
2335,46,Male,Sydney,Alternative,Low,TikTok,1,10,Tidal,Influencers
2336,49,Female,Melbourne,Hip-Hop,Medium,Instagram,1,8,YouTube,Adverts
2337,61,Male,Sydney,Country,Medium,Twitter,0,10,Spotify,Influencers
2338,32,Female,Tokyo,Country,Low,TikTok,1,7,Spotify,Adverts
2339,52,Male,Los Angeles,Alternative,Medium,TikTok,0,7,YouTube,Adverts
2340,52,Female,Melbourne,Pop,Low,Twitter,1,5,Tidal,Influencers
2341,41,Female,New York,Pop,Medium,Instagram,1,8,YouTube,Radio plays
2342,29,Male,Sydney,Pop,Medium,Instagram,0,7,Apple Music,Radio plays
2343,49,Male,Sydney,Hip-Hop,Medium,Twitter,1,7,Spotify,Organic
2344,31,Female,Melbourne,Pop,Medium,Instagram,1,5,Spotify,Influencers
2345,36,Male,Melbourne,Country,High,Twitter,0,10,YouTube,Adverts
2346,63,Female,Sydney,RnB,Medium,Instagram,1,10,Apple Music,Adverts
2347,47,Male,Melbourne,RnB,Medium,Instagram,1,8,Spotify,Adverts
2348,50,Male,New York,Hip-Hop,Medium,Instagram,1,8,YouTube,Organic
2349,65,Female,Sydney,Alternative,Low,Instagram,1,10,YouTube,Influencers
2350,62,Female,New York,Hip-Hop,Low,Twitter,0,9,Spotify,Adverts
2351,56,Female,Melbourne,Hip-Hop,Medium,Instagram,1,9,Spotify,Adverts
2352,26,Female,New York,Hip-Hop,Low,Instagram,1,6,Apple Music,Organic
2353,53,Female,Melbourne,Pop,Medium,Instagram,1,9,YouTube,Adverts
2354,41,Female,Sydney,Pop,Medium,Twitter,1,6,Spotify,Radio plays
2355,54,Male,Sydney,Country,Low,Twitter,1,6,YouTube,Adverts
2356,53,Male,Melbourne,Pop,High,TikTok,1,8,Spotify,Influencers
2357,30,Female,Melbourne,Pop,High,Instagram,0,6,Apple Music,Radio plays
2358,35,Male,Melbourne,Pop,Medium,Instagram,1,8,Apple Music,Adverts
2359,61,Female,New York,Pop,Low,Instagram,1,8,YouTube,Radio plays
2360,27,Female,Melbourne,Pop,Medium,Twitter,1,10,Spotify,Influencers
2361,28,Female,Melbourne,Pop,Low,Instagram,0,7,Spotify,Organic
2362,61,Male,London,RnB,Low,Instagram,1,9,Spotify,Adverts
2363,30,Female,Melbourne,Pop,Low,Instagram,1,10,Spotify,Radio plays
2364,25,Female,Sydney,Alternative,Low,Instagram,1,8,Spotify,Influencers
2365,50,Male,Melbourne,Pop,Low,Instagram,1,5,Apple Music,Adverts
2366,47,Female,Melbourne,Country,Low,Instagram,1,8,Spotify,Adverts
2367,56,Female,Melbourne,Hip-Hop,Medium,Instagram,1,10,Apple Music,Adverts
2368,30,Female,New York,RnB,Low,Instagram,1,9,Spotify,Radio plays
2369,60,Male,Sydney,Alternative,Medium,Instagram,1,8,Spotify,Organic
2370,50,Female,Melbourne,Country,Low,Twitter,0,5,Apple Music,Organic
2371,46,Male,Los Angeles,Alternative,Low,Instagram,1,9,YouTube,Influencers
2372,49,Male,Melbourne,Pop,Low,TikTok,1,8,YouTube,Adverts
2373,30,Female,New York,Hip-Hop,Low,Instagram,1,9,YouTube,Influencers
2374,59,Male,Melbourne,Country,Medium,Instagram,1,5,YouTube,Adverts
2375,35,Male,London,Pop,Low,Twitter,1,9,Spotify,Adverts
2376,57,Male,Los Angeles,Pop,Low,Twitter,1,6,Apple Music,Adverts
2377,50,Female,Los Angeles,Pop,Medium,Instagram,1,6,Spotify,Organic
2378,48,Female,New York,Hip-Hop,Low,Instagram,0,10,Spotify,Radio plays
2379,37,Male,Sydney,Alternative,Low,Instagram,1,5,Tidal,Radio plays
2380,38,Female,Melbourne,Alternative,Low,Instagram,0,8,Others,Adverts
2381,62,Female,Melbourne,Country,High,Twitter,1,9,Apple Music,Radio plays
2382,25,Male,Melbourne,RnB,Low,Twitter,0,10,Spotify,Adverts
2383,61,Male,Sydney,Pop,Medium,Twitter,1,6,Apple Music,Radio plays
2384,36,Female,Melbourne,Country,Medium,Instagram,1,8,YouTube,Radio plays
2385,31,Others,Melbourne,Pop,Low,Instagram,1,7,YouTube,Radio plays
2386,43,Male,Los Angeles,Pop,Low,Instagram,1,6,YouTube,Radio plays
2387,46,Female,Los Angeles,Pop,Medium,Instagram,0,7,Spotify,Radio plays
2388,41,Male,New York,Alternative,Low,Twitter,1,6,YouTube,Influencers
2389,35,Female,Sydney,Pop,Medium,Twitter,1,9,Spotify,Radio plays
2390,31,Male,Sydney,Pop,Low,Instagram,1,8,Spotify,Radio plays
2391,60,Male,Sydney,Pop,Low,Instagram,1,10,Spotify,Adverts
2392,58,Male,New York,RnB,Low,Instagram,0,6,Apple Music,Adverts
2393,28,Male,Melbourne,Hip-Hop,Low,Twitter,0,7,Spotify,Radio plays
2394,36,Male,Los Angeles,Pop,Medium,Twitter,0,9,Spotify,Radio plays
2395,26,Female,Sydney,Hip-Hop,Low,Instagram,1,9,Apple Music,Adverts
2396,42,Male,Melbourne,Hip-Hop,Medium,Twitter,1,10,Spotify,Radio plays
2397,63,Female,Sydney,Alternative,Low,Twitter,1,9,Spotify,Influencers
2398,45,Female,Sydney,Pop,Low,Twitter,1,8,Spotify,Influencers
2399,61,Male,Los Angeles,Hip-Hop,High,Twitter,1,10,YouTube,Organic
2400,31,Female,Sydney,Pop,Low,TikTok,1,10,YouTube,Influencers
2401,32,Female,Sydney,Hip-Hop,Low,Twitter,1,9,YouTube,Influencers
2402,30,Male,Sydney,Pop,Medium,Twitter,1,6,YouTube,Adverts
2403,48,Female,Tokyo,Hip-Hop,Medium,TikTok,1,5,Spotify,Adverts
2404,64,Female,Los Angeles,Hip-Hop,Medium,Instagram,1,10,Others,Adverts
2405,40,Male,Melbourne,Hip-Hop,Medium,TikTok,1,9,Apple Music,Adverts
2406,31,Female,Sydney,Alternative,Low,TikTok,0,6,YouTube,Adverts
2407,43,Female,Melbourne,Pop,Low,Instagram,1,10,Tidal,Adverts
2408,53,Female,New York,Country,Low,Twitter,1,9,YouTube,Adverts
2409,37,Female,Melbourne,Hip-Hop,Low,Instagram,1,8,Apple Music,Adverts
2410,54,Male,New York,Alternative,Low,Twitter,1,6,Spotify,Influencers
2411,31,Male,Melbourne,Alternative,Low,Twitter,1,7,Spotify,Adverts
2412,55,Male,New York,Hip-Hop,Medium,Twitter,1,5,Spotify,Influencers
2413,47,Male,Melbourne,Pop,Low,Instagram,1,8,YouTube,Adverts
2414,40,Female,Sydney,Hip-Hop,High,Instagram,1,8,Apple Music,Radio plays
2415,25,Male,Sydney,Hip-Hop,High,Instagram,1,5,YouTube,Radio plays
2416,43,Male,Los Angeles,Pop,High,Instagram,1,7,Apple Music,Adverts
2417,28,Female,Sydney,Country,Low,TikTok,0,8,Spotify,Radio plays
2418,38,Female,Melbourne,Pop,Low,Instagram,1,8,Spotify,Adverts
2419,61,Male,Sydney,Alternative,Medium,Twitter,0,10,Spotify,Influencers
2420,58,Male,Melbourne,Hip-Hop,Low,Instagram,1,10,Spotify,Radio plays
2421,51,Male,Sydney,Hip-Hop,Medium,Twitter,1,8,Spotify,Adverts
2422,65,Male,Melbourne,Pop,High,Instagram,1,7,Others,Influencers
2423,28,Male,Sydney,Pop,Low,Twitter,1,6,YouTube,Adverts
2424,53,Female,Tokyo,Country,Medium,Twitter,1,6,Spotify,Radio plays
2425,60,Female,Lagos,Hip-Hop,Low,Instagram,1,5,YouTube,Adverts
2426,60,Male,New York,Hip-Hop,Medium,Twitter,0,10,YouTube,Adverts
2427,25,Female,Melbourne,Country,Low,Twitter,0,9,Spotify,Adverts
2428,45,Female,Los Angeles,RnB,Medium,Instagram,1,6,Apple Music,Radio plays
2429,54,Male,Melbourne,Hip-Hop,Low,Twitter,1,7,Tidal,Adverts
2430,61,Male,Melbourne,Alternative,Low,Instagram,1,9,Spotify,Adverts
2431,62,Female,Sydney,Hip-Hop,High,Instagram,1,8,Apple Music,Adverts
2432,28,Female,Sydney,RnB,Low,TikTok,1,6,YouTube,Influencers
2433,46,Female,Melbourne,Pop,Medium,Twitter,1,5,Apple Music,Radio plays
2434,27,Male,Sydney,Hip-Hop,Low,Instagram,1,5,Apple Music,Radio plays
2435,40,Male,Melbourne,Pop,Low,Instagram,0,10,Apple Music,Radio plays
2436,54,Female,Melbourne,Hip-Hop,Low,TikTok,1,7,Apple Music,Adverts
2437,27,Male,Sydney,Alternative,Low,Twitter,1,8,Apple Music,Organic
2438,60,Female,Lagos,Alternative,Low,Instagram,1,6,Others,Radio plays
2439,60,Male,New York,RnB,Medium,Instagram,1,5,Tidal,Adverts
2440,45,Male,Melbourne,Alternative,Medium,Twitter,1,10,YouTube,Radio plays
2441,62,Male,Sydney,Alternative,Medium,Instagram,0,7,YouTube,Influencers
2442,35,Male,Melbourne,Pop,Low,Instagram,0,10,Spotify,Organic
2443,40,Male,Melbourne,Hip-Hop,Medium,Twitter,0,8,Apple Music,Radio plays
2444,37,Male,Sydney,Hip-Hop,Low,Instagram,0,7,Spotify,Organic
2445,36,Female,Los Angeles,Pop,Low,Instagram,0,7,Spotify,Adverts
2446,55,Female,Sydney,Hip-Hop,Low,TikTok,1,10,Spotify,Adverts
2447,40,Female,Lagos,RnB,Low,TikTok,1,6,Apple Music,Radio plays
2448,59,Female,Sydney,Alternative,Low,Twitter,1,8,Others,Organic
2449,63,Others,Sydney,Hip-Hop,Low,Twitter,1,7,Apple Music,Adverts
2450,42,Others,Sydney,Hip-Hop,Medium,Twitter,1,7,Spotify,Radio plays
2451,62,Others,Sydney,Hip-Hop,Medium,Instagram,0,10,Spotify,Radio plays
2452,39,Male,Sydney,Alternative,Low,TikTok,1,8,Spotify,Adverts
2453,62,Male,New York,Pop,Medium,Twitter,1,5,YouTube,Radio plays
2454,56,Female,Sydney,Pop,High,Twitter,1,10,Apple Music,Radio plays
2455,65,Male,Melbourne,Country,Low,Twitter,1,5,Spotify,Adverts
2456,33,Female,Melbourne,Hip-Hop,Medium,Twitter,0,7,YouTube,Adverts
2457,52,Male,New York,Hip-Hop,Low,Twitter,0,10,Apple Music,Adverts
2458,57,Female,Sydney,Hip-Hop,Low,Instagram,1,10,Spotify,Radio plays
2459,34,Female,Los Angeles,Pop,Low,Instagram,1,7,Spotify,Adverts
2460,48,Female,New York,Pop,Low,Twitter,1,7,YouTube,Adverts
2461,61,Male,Melbourne,Pop,Low,Instagram,1,9,Spotify,Radio plays
2462,64,Others,Melbourne,Alternative,High,Twitter,1,7,Spotify,Adverts
2463,63,Female,New York,RnB,High,Instagram,1,6,Spotify,Organic
2464,48,Male,Melbourne,Hip-Hop,Medium,Twitter,0,8,Spotify,Adverts
2465,30,Female,Los Angeles,Hip-Hop,Medium,Instagram,1,6,Others,Influencers
2466,55,Female,Melbourne,Pop,Low,Twitter,1,9,YouTube,Influencers
2467,48,Male,Sydney,Alternative,Medium,Twitter,1,6,Spotify,Influencers
2468,59,Female,Sydney,RnB,High,TikTok,1,10,Tidal,Radio plays
2469,51,Male,Sydney,Pop,High,Twitter,1,7,Spotify,Adverts
2470,60,Male,Lagos,Country,Medium,Twitter,1,9,Apple Music,Adverts
2471,56,Male,Melbourne,Hip-Hop,Medium,Twitter,0,9,YouTube,Influencers
2472,43,Male,Melbourne,Pop,Low,Instagram,1,10,Spotify,Organic
2473,28,Male,Los Angeles,Country,Medium,Instagram,0,7,Tidal,Organic
2474,48,Female,Sydney,Hip-Hop,Low,Instagram,0,9,YouTube,Adverts
2475,56,Female,Sydney,RnB,Low,Instagram,0,10,YouTube,Influencers
2476,39,Female,Melbourne,Country,Low,Instagram,1,8,YouTube,Adverts
2477,64,Male,New York,Pop,Low,Twitter,0,9,YouTube,Adverts
2478,47,Female,Los Angeles,Pop,Low,Instagram,1,8,YouTube,Radio plays
2479,65,Female,Sydney,Hip-Hop,Low,Instagram,1,5,Spotify,Adverts
2480,54,Male,Tokyo,Hip-Hop,Low,Twitter,1,9,Apple Music,Radio plays
2481,44,Male,Sydney,Pop,High,Twitter,1,7,Apple Music,Radio plays
2482,25,Male,Melbourne,Pop,Low,TikTok,1,10,Spotify,Radio plays
2483,32,Male,Melbourne,Pop,Medium,Instagram,0,10,Spotify,Radio plays
2484,50,Female,London,Alternative,Low,Instagram,1,10,Apple Music,Organic
2485,28,Male,Los Angeles,Pop,Low,Instagram,1,9,Spotify,Adverts
2486,42,Male,Melbourne,Hip-Hop,Medium,Instagram,1,9,YouTube,Radio plays
2487,59,Male,London,Pop,High,Twitter,1,8,Spotify,Influencers
2488,32,Female,Melbourne,Alternative,High,Twitter,0,5,YouTube,Adverts
2489,38,Male,New York,Pop,Low,Instagram,1,5,Apple Music,Influencers
2490,65,Male,Sydney,Pop,Low,Instagram,1,9,Spotify,Radio plays
2491,44,Male,London,Alternative,Low,Instagram,1,10,Spotify,Adverts
2492,47,Male,London,Pop,High,Instagram,1,6,Spotify,Adverts
2493,29,Female,Melbourne,Hip-Hop,High,Instagram,1,6,Apple Music,Adverts
2494,36,Female,Sydney,Country,Low,TikTok,1,10,Spotify,Radio plays
2495,47,Male,New York,Alternative,Low,Instagram,1,6,Spotify,Adverts
2496,50,Female,New York,Alternative,High,Instagram,1,8,Apple Music,Influencers
2497,39,Male,Melbourne,Hip-Hop,Low,Twitter,1,9,Apple Music,Adverts
2498,65,Male,Melbourne,Pop,Medium,TikTok,1,5,Apple Music,Influencers
2499,55,Female,Melbourne,Hip-Hop,Low,Instagram,1,10,Spotify,Radio plays
2500,65,Female,Sydney,Hip-Hop,Medium,Twitter,1,8,YouTube,Radio plays
2501,47,Female,Melbourne,Hip-Hop,Low,Instagram,1,10,Tidal,Radio plays
2502,44,Male,New York,Alternative,Low,Twitter,1,5,Apple Music,Radio plays
2503,33,Male,Melbourne,Alternative,Low,Instagram,0,5,YouTube,Organic
2504,49,Female,Melbourne,Pop,Low,Twitter,1,6,Spotify,Adverts
2505,51,Male,Lagos,Alternative,Low,Instagram,1,8,Spotify,Adverts
2506,54,Female,New York,Alternative,High,Instagram,1,5,YouTube,Adverts
2507,46,Female,Melbourne,Country,Low,Instagram,1,8,Spotify,Adverts
2508,35,Male,Sydney,Pop,Medium,Twitter,0,7,Tidal,Radio plays
2509,48,Male,Melbourne,Alternative,High,Instagram,1,9,Apple Music,Influencers
2510,33,Male,London,Alternative,Low,Instagram,1,10,YouTube,Radio plays
2511,58,Female,Los Angeles,Pop,Low,Instagram,1,7,Apple Music,Adverts
2512,57,Male,Melbourne,Country,Low,Instagram,1,8,YouTube,Radio plays
2513,53,Male,Los Angeles,Pop,Low,Twitter,0,6,Spotify,Organic
2514,30,Male,Tokyo,Pop,Low,TikTok,1,7,Tidal,Organic
2515,58,Male,New York,Hip-Hop,Low,Twitter,0,6,Apple Music,Adverts
2516,40,Male,Sydney,Country,High,Twitter,1,7,YouTube,Adverts
2517,59,Female,London,Hip-Hop,Medium,TikTok,1,10,Apple Music,Adverts
2518,61,Female,Sydney,Alternative,Low,TikTok,1,7,Apple Music,Adverts
2519,56,Male,Sydney,Pop,Low,Instagram,0,9,Spotify,Influencers
2520,53,Female,New York,Alternative,High,Twitter,1,9,Spotify,Radio plays
2521,65,Female,Sydney,Hip-Hop,High,Twitter,1,6,Tidal,Influencers
2522,60,Female,Los Angeles,Country,Low,Twitter,1,6,Tidal,Influencers
2523,48,Female,New York,Country,Low,TikTok,1,8,Spotify,Radio plays
2524,63,Female,Los Angeles,Hip-Hop,Low,Instagram,1,5,Apple Music,Influencers
2525,30,Male,Melbourne,Pop,Low,Instagram,1,7,YouTube,Radio plays
2526,64,Female,Los Angeles,Hip-Hop,High,Twitter,1,9,Spotify,Adverts
2527,54,Male,New York,Alternative,Medium,TikTok,0,10,Apple Music,Influencers
2528,56,Male,Sydney,Hip-Hop,Low,Twitter,1,5,Apple Music,Radio plays
2529,41,Female,Los Angeles,Hip-Hop,Low,Twitter,1,8,Spotify,Adverts
2530,35,Male,New York,Hip-Hop,Low,Instagram,1,5,Spotify,Radio plays
2531,53,Female,Melbourne,Pop,Low,Instagram,0,5,Apple Music,Organic
2532,53,Male,Sydney,Pop,Low,Twitter,1,9,Apple Music,Radio plays
2533,42,Male,Melbourne,Pop,Medium,Twitter,1,6,YouTube,Adverts
2534,48,Male,New York,Alternative,Medium,Twitter,1,9,YouTube,Radio plays
2535,38,Male,New York,Pop,Low,Twitter,1,6,Apple Music,Influencers
2536,57,Male,London,Pop,Low,Instagram,0,6,YouTube,Adverts
2537,43,Female,Melbourne,Pop,High,Instagram,1,6,YouTube,Influencers
2538,43,Female,Melbourne,Pop,High,Instagram,1,5,Apple Music,Influencers
2539,46,Female,London,Pop,Low,TikTok,1,10,Apple Music,Adverts
2540,37,Female,Melbourne,Country,Medium,Instagram,1,10,Spotify,Influencers
2541,29,Female,Lagos,Alternative,Low,Instagram,1,5,Spotify,Influencers
2542,26,Male,Melbourne,Country,Low,Twitter,1,5,YouTube,Adverts
2543,27,Male,Melbourne,RnB,Low,Instagram,0,6,YouTube,Influencers
2544,44,Male,Melbourne,RnB,High,Twitter,1,8,Spotify,Adverts
2545,35,Male,Melbourne,Country,Low,Instagram,1,10,Apple Music,Adverts
2546,60,Female,Melbourne,Pop,Low,Instagram,1,5,YouTube,Influencers
2547,53,Male,New York,Hip-Hop,Medium,Instagram,1,5,Others,Influencers
2548,33,Female,Melbourne,Hip-Hop,Medium,Instagram,1,5,YouTube,Adverts
2549,59,Male,Melbourne,Alternative,Low,Twitter,0,10,Spotify,Adverts
2550,53,Female,Melbourne,Alternative,Low,Instagram,1,5,Others,Radio plays
2551,57,Female,London,RnB,Low,Twitter,1,5,Tidal,Organic
2552,40,Female,Melbourne,Pop,Medium,Instagram,1,10,YouTube,Adverts
2553,41,Male,New York,Country,Low,Instagram,1,10,Apple Music,Influencers
2554,53,Female,Sydney,Pop,Low,Twitter,1,6,Tidal,Radio plays
2555,53,Female,Melbourne,Pop,Low,Instagram,1,10,Apple Music,Adverts
2556,62,Male,Melbourne,Alternative,Low,TikTok,1,9,Spotify,Radio plays
2557,52,Female,Melbourne,Country,Medium,Twitter,1,10,Apple Music,Influencers
2558,60,Male,Sydney,Pop,Medium,Twitter,0,9,Apple Music,Influencers
2559,33,Female,Melbourne,Hip-Hop,Low,Instagram,1,5,Apple Music,Influencers
2560,29,Male,Sydney,Hip-Hop,Low,Instagram,0,5,Spotify,Radio plays
2561,34,Male,Melbourne,Alternative,Medium,Instagram,0,7,Spotify,Adverts
2562,36,Male,Sydney,Alternative,Low,Instagram,1,6,Spotify,Influencers
2563,43,Male,Sydney,Alternative,Low,Instagram,0,7,Apple Music,Radio plays
2564,57,Female,Melbourne,Pop,Medium,Instagram,1,6,Spotify,Adverts
2565,45,Male,New York,Alternative,High,Instagram,1,10,Spotify,Adverts
2566,49,Male,Melbourne,Pop,Low,Instagram,1,8,YouTube,Influencers
2567,65,Female,Los Angeles,Pop,Medium,Instagram,1,5,YouTube,Influencers
2568,27,Male,Melbourne,Pop,Low,Instagram,1,8,Tidal,Adverts
2569,53,Male,Melbourne,Pop,Low,Twitter,1,7,Apple Music,Influencers
2570,58,Female,Sydney,Alternative,Medium,Instagram,1,7,Spotify,Influencers
2571,41,Female,Los Angeles,Pop,Low,Instagram,1,8,Spotify,Radio plays
2572,28,Male,Melbourne,Country,High,Twitter,0,9,Spotify,Influencers
2573,36,Male,Melbourne,Pop,Medium,Twitter,1,10,Others,Radio plays
2574,49,Female,New York,Pop,Low,Instagram,1,10,Spotify,Influencers
2575,48,Female,Melbourne,Hip-Hop,Low,Twitter,0,7,YouTube,Adverts
2576,59,Female,Sydney,Country,Medium,Twitter,1,8,Apple Music,Influencers
2577,39,Female,Melbourne,Pop,Low,TikTok,1,9,Apple Music,Influencers
2578,65,Male,Sydney,RnB,Low,Instagram,1,7,YouTube,Organic
2579,47,Male,Melbourne,Hip-Hop,High,Twitter,1,10,YouTube,Organic
2580,64,Male,Melbourne,Pop,High,Twitter,1,5,YouTube,Adverts
2581,25,Female,Melbourne,Pop,Medium,Twitter,1,7,Spotify,Radio plays
2582,53,Male,Melbourne,Alternative,Medium,Instagram,1,10,YouTube,Influencers
2583,62,Female,Melbourne,Pop,Medium,Instagram,1,7,Spotify,Adverts
2584,35,Female,Los Angeles,Alternative,Medium,Instagram,1,10,Apple Music,Adverts
2585,27,Female,Melbourne,Alternative,High,Twitter,1,9,Spotify,Influencers
2586,47,Female,Melbourne,Pop,Medium,Twitter,0,5,YouTube,Influencers
2587,37,Female,New York,RnB,Medium,Instagram,1,5,YouTube,Radio plays
2588,32,Female,Melbourne,Hip-Hop,High,Instagram,1,8,Tidal,Adverts
2589,46,Male,Sydney,Pop,Medium,Instagram,1,9,Apple Music,Influencers
2590,41,Female,Los Angeles,Hip-Hop,Low,Instagram,1,8,Others,Influencers
2591,31,Male,Melbourne,RnB,Low,Instagram,1,9,Others,Adverts
2592,54,Male,Melbourne,Hip-Hop,Low,Instagram,1,6,Spotify,Adverts
2593,35,Male,Melbourne,Alternative,Low,Twitter,1,6,Spotify,Influencers
2594,58,Male,Melbourne,Hip-Hop,Medium,Twitter,1,6,YouTube,Adverts
2595,52,Female,Melbourne,Pop,Low,Instagram,1,10,YouTube,Adverts
2596,50,Female,Melbourne,Hip-Hop,High,Twitter,1,5,YouTube,Influencers
2597,45,Female,Sydney,RnB,Low,Instagram,1,9,YouTube,Influencers
2598,45,Others,New York,Country,High,Instagram,1,8,Spotify,Adverts
2599,26,Male,Sydney,Alternative,Low,Twitter,0,7,YouTube,Adverts
2600,41,Male,Melbourne,Pop,High,Twitter,1,8,Apple Music,Adverts
2601,64,Male,Sydney,Alternative,Medium,Instagram,1,8,Spotify,Organic
2602,47,Male,Melbourne,Pop,High,Instagram,1,10,Others,Organic
2603,42,Female,Sydney,Pop,Low,Instagram,0,8,Spotify,Adverts
2604,25,Others,New York,RnB,High,Twitter,0,6,Others,Organic
2605,37,Male,Sydney,Pop,Low,Instagram,1,10,Apple Music,Organic
2606,54,Female,New York,Hip-Hop,Medium,Instagram,0,9,Spotify,Adverts
2607,28,Female,Melbourne,Country,Low,Instagram,0,6,Spotify,Influencers
2608,27,Male,Tokyo,Hip-Hop,Low,Instagram,1,8,Others,Radio plays
2609,58,Female,Los Angeles,Pop,Low,Twitter,0,5,Spotify,Radio plays
2610,28,Female,Melbourne,Hip-Hop,Low,Instagram,1,8,Tidal,Radio plays
2611,41,Male,Melbourne,RnB,Low,TikTok,1,6,Apple Music,Radio plays
2612,33,Female,Sydney,Alternative,Low,Instagram,1,5,YouTube,Organic
2613,32,Male,Melbourne,RnB,Medium,Twitter,1,7,Apple Music,Radio plays
2614,48,Male,Sydney,Pop,Medium,Instagram,1,10,YouTube,Radio plays
2615,35,Male,Sydney,Pop,Low,Twitter,1,8,YouTube,Influencers
2616,26,Female,Melbourne,RnB,Low,Instagram,0,5,Spotify,Organic
2617,34,Male,Sydney,Alternative,Low,Instagram,0,10,YouTube,Organic
2618,46,Male,Melbourne,Alternative,Low,Twitter,1,7,Spotify,Adverts
2619,39,Female,Melbourne,RnB,High,Twitter,1,6,Apple Music,Adverts
2620,41,Male,Melbourne,Hip-Hop,Low,Twitter,0,5,Apple Music,Radio plays
2621,51,Female,Melbourne,Country,Medium,Instagram,0,8,Tidal,Influencers
2622,28,Female,Sydney,Pop,Low,Twitter,0,5,Apple Music,Adverts
2623,55,Male,Tokyo,Pop,Low,Twitter,1,9,Spotify,Organic
2624,63,Male,Sydney,Pop,Low,Twitter,1,5,Spotify,Adverts
2625,40,Male,Lagos,Pop,Medium,Instagram,1,9,YouTube,Radio plays
2626,43,Male,Sydney,Pop,Low,Instagram,1,7,Spotify,Adverts
2627,63,Male,Melbourne,Pop,Medium,Twitter,0,9,YouTube,Adverts
2628,55,Female,Melbourne,Alternative,Medium,Instagram,0,10,Spotify,Influencers
2629,35,Female,New York,Alternative,Low,Twitter,1,7,Spotify,Organic
2630,53,Male,Melbourne,Hip-Hop,High,Twitter,1,7,Spotify,Adverts
2631,59,Male,Melbourne,Pop,Medium,TikTok,0,8,YouTube,Adverts
2632,39,Male,Sydney,RnB,Medium,Instagram,1,6,Apple Music,Influencers
2633,44,Male,Melbourne,Pop,High,TikTok,1,6,Spotify,Influencers
2634,48,Male,Melbourne,RnB,High,Instagram,0,9,Apple Music,Adverts
2635,60,Female,Melbourne,Pop,Low,Twitter,1,8,Apple Music,Adverts
2636,50,Male,New York,Alternative,Low,TikTok,1,8,YouTube,Influencers
2637,31,Female,Sydney,Hip-Hop,High,Instagram,1,10,Spotify,Adverts
2638,28,Male,Melbourne,Pop,Medium,Instagram,1,8,Spotify,Adverts
2639,50,Female,Melbourne,Hip-Hop,Low,Twitter,1,10,Spotify,Organic
2640,64,Male,Sydney,Pop,Low,Instagram,1,5,Spotify,Organic
2641,37,Male,New York,Hip-Hop,Low,Instagram,1,9,Apple Music,Adverts
2642,38,Male,Sydney,Pop,Low,TikTok,0,8,Apple Music,Organic
2643,53,Female,Melbourne,Pop,Medium,Instagram,0,6,Spotify,Influencers
2644,45,Male,Los Angeles,Hip-Hop,Low,Instagram,0,9,Spotify,Adverts
2645,63,Female,New York,Hip-Hop,Low,Twitter,1,8,Spotify,Radio plays
2646,26,Female,London,Pop,Low,Instagram,1,10,Apple Music,Adverts
2647,45,Female,Los Angeles,Country,Low,TikTok,1,9,YouTube,Organic
