OrderID,SalesDate,ProductID,CustomerID,PersonnelID,SalesChannel,PaymentMode,StoreID,Quantity,SalesAmount
34531,7/11/2023,107,BT-11395,61,Online,Debit Card,5,7,110600
34532,7/11/2023,104,KF-16285,50,Online,Debit Card,1,3,41400
34533,7/11/2023,190,KD-16495,26,In-store,Mobile Payment,3,8,300000
34534,7/11/2023,36,DM-12955,81,In-store,Credit Card,4,9,106200
34535,7/11/2023,133,DF-13135,49,Online,Debit Card,4,2,23382
34536,7/11/2023,162,JR-16210,100,Online,Cash,4,5,187500
34537,7/11/2023,12,KB-16600,17,Online,Cash,1,6,82800
34538,7/11/2023,85,OT-18730,84,Online,Cash,6,9,263437.65
34539,7/11/2023,139,MN-17935,51,Online,Debit Card,4,1,8991
34540,7/11/2023,210,AM-10705,25,Online,Debit Card,7,5,64995
34541,7/11/2023,159,MH-18115,100,Online,Debit Card,4,6,225000
34542,7/11/2023,87,SJ-20215,15,Online,Debit Card,5,3,87812.55
34543,7/11/2023,143,BC-11125,49,In-store,Cash,4,7,251937
34544,7/11/2023,61,AP-10915,50,Online,Cash,1,3,65852.55
34545,7/11/2023,87,MJ-17740,43,Online,Mobile Payment,6,8,234166.8
34546,7/11/2023,86,DS-13030,37,In-store,Cash,4,4,76823.4
34547,7/11/2023,190,RP-19270,76,Online,Cash,1,1,37500
34548,7/11/2023,162,CM-1815,30,Online,Cash,4,5,187500
34549,7/11/2023,127,LR-7035,24,In-store,Credit Card,5,1,7191
34550,7/11/2023,115,JP-5460,97,Online,Debit Card,5,5,49000
34551,7/11/2023,117,RA-9285,50,In-store,Debit Card,1,6,70800
34552,7/11/2023,112,BK-1260,81,In-store,Debit Card,4,5,69000
34553,7/11/2023,72,KH-6330,64,Online,Debit Card,3,1,54890.85
34554,7/11/2023,164,JH-5910,97,Online,Mobile Payment,5,4,75996
34555,7/11/2023,34,MY-18295,95,In-store,Mobile Payment,6,7,89600
34556,7/11/2023,74,BM-11140,70,In-store,Credit Card,6,6,274445.1
34557,7/11/2023,16,GR-14560,6,In-store,Credit Card,3,1,19800
34558,7/11/2023,166,AB-10105,49,Online,Cash,4,2,37998
34559,7/11/2023,186,RA-19915,57,Online,Mobile Payment,5,4,190000
34560,7/11/2023,183,EA-14035,47,Online,Mobile Payment,5,3,56997
34561,7/11/2023,172,CS-12490,22,In-store,Cash,2,1,19999
34562,7/11/2023,105,NS-18505,13,In-store,Credit Card,6,6,82800
34563,7/11/2023,62,RF-19840,64,In-store,Cash,3,5,109754.25
34564,7/11/2023,192,ST-20530,43,Online,Mobile Payment,6,4,150000
34565,7/11/2023,43,FA-14230,50,Online,Cash,1,8,406400
34566,7/11/2023,141,EM-13960,40,In-store,Credit Card,2,6,161946
34567,7/11/2023,21,RP-19270,85,In-store,Debit Card,2,3,77400
34568,7/11/2023,140,DW-13195,28,Online,Mobile Payment,7,8,71928
34569,7/11/2023,67,FM-14215,8,Online,Credit Card,7,2,73181.7
34570,7/11/2023,78,KA-16525,31,Online,Debit Card,7,4,109763.4
34571,7/11/2023,83,XP-21865,94,Online,Cash,4,4,43883.4
34572,7/11/2023,39,DW-13480,61,In-store,Debit Card,5,3,32400
34573,7/11/2023,130,MK-18160,93,In-store,Cash,5,8,143928
34574,7/11/2023,165,BM-11785,82,In-store,Credit Card,4,7,132993
34575,7/11/2023,68,CC-12670,67,Online,Debit Card,4,6,307385.1
34576,7/11/2023,170,HF-14995,58,Online,Credit Card,1,8,151992
34577,7/11/2023,140,JF-15190,19,Online,Debit Card,5,1,8991
34578,7/11/2023,180,JD-15895,43,Online,Credit Card,6,6,113994
34579,7/11/2023,133,CM-2115,17,Online,Credit Card,1,4,46764
34580,7/11/2023,101,KH-6330,13,Online,Mobile Payment,6,2,31600
34581,7/11/2023,167,MM-8280,98,In-store,Credit Card,6,6,119994
34582,7/11/2023,72,SJ-10215,23,In-store,Credit Card,4,2,109781.7
34583,7/11/2023,142,SC-10680,90,Online,Debit Card,3,7,62937
34584,7/11/2023,156,BO-1425,36,Online,Mobile Payment,4,4,150000
34585,7/11/2023,4,BF-1170,96,Online,Mobile Payment,4,8,190400
34586,7/11/2023,170,VD-11670,42,Online,Credit Card,7,1,18999
34587,7/11/2023,95,TD-10995,16,In-store,Mobile Payment,2,3,41147.55
34588,7/11/2023,195,KB-16405,69,Online,Mobile Payment,6,6,255000
34589,7/11/2023,111,SW-20245,78,Online,Credit Card,4,3,59400
34590,7/11/2023,130,CJ-12010,69,In-store,Credit Card,6,5,89955
34591,7/11/2023,141,CB-12415,40,In-store,Cash,2,6,161946
34592,7/11/2023,94,CS-12490,35,Online,Cash,3,4,179303.4
34593,7/11/2023,166,FC-14335,10,Online,Mobile Payment,7,5,94995
34594,7/11/2023,78,PB-19105,51,Online,Mobile Payment,4,2,54881.7
34595,7/11/2023,223,CA-12055,30,In-store,Mobile Payment,4,3,38997
34596,7/11/2023,168,CD-12790,94,In-store,Cash,4,1,18999
34597,7/11/2023,121,DJ-13420,21,Online,Mobile Payment,2,7,82600
34598,7/11/2023,24,MR-17545,13,In-store,Credit Card,6,2,43600
34599,7/11/2023,64,HJ-14875,47,In-store,Mobile Payment,5,9,230497.65
34600,7/11/2023,53,MW-18235,8,Online,Mobile Payment,7,7,359100
34601,7/11/2023,12,AG-10270,78,Online,Debit Card,4,8,110400
34602,7/11/2023,28,TN-21040,51,In-store,Cash,4,5,94000
34603,7/11/2023,196,NC-18625,30,In-store,Mobile Payment,4,8,300000
34604,7/11/2023,160,DJ-13510,49,In-store,Mobile Payment,4,9,337500
34605,7/11/2023,165,VB-21745,59,Online,Debit Card,4,1,18999
34606,7/11/2023,7,NK-18490,58,In-store,Debit Card,1,5,74000
34607,7/11/2023,196,IL-15100,69,In-store,Cash,6,5,187500
34608,7/11/2023,169,KM-16660,82,Online,Cash,4,4,75996
34609,7/11/2023,85,PS-18970,95,In-store,Mobile Payment,6,6,175625.1
34610,7/11/2023,189,SW-10350,8,Online,Debit Card,7,6,225000
34611,7/11/2023,2,BC-1125,88,Online,Credit Card,6,2,33600
34612,7/11/2023,75,RA-9285,13,Online,Cash,6,3,192122.55
34613,7/11/2023,133,RD-9585,52,In-store,Mobile Payment,4,8,93528
34614,7/11/2023,216,HF-4995,50,In-store,Credit Card,1,4,79996
34615,7/11/2023,5,SL-10155,49,In-store,Mobile Payment,4,6,130800
34616,7/11/2023,160,EG-3900,13,Online,Credit Card,6,6,225000
34617,7/11/2023,67,DW-3480,41,In-store,Mobile Payment,4,7,256135.95
34618,7/11/2023,210,AF-885,50,Online,Mobile Payment,1,9,116991
34619,7/11/2023,163,SL-10155,43,Online,Credit Card,6,8,364000
34620,7/11/2023,130,EM-14200,98,Online,Cash,6,7,125937
34621,7/11/2023,153,BS-11755,95,In-store,Credit Card,6,2,75000
34622,7/11/2023,24,NS-18640,44,Online,Cash,3,5,109000
34623,7/11/2023,35,YS-21880,42,Online,Cash,7,5,54000
34624,7/11/2023,8,EB-14170,16,Online,Credit Card,2,6,88800
34625,7/11/2023,190,EA-14035,10,In-store,Credit Card,7,1,37500
34626,7/11/2023,35,KM-16375,42,In-store,Mobile Payment,7,6,64800
34627,7/11/2023,110,DL-12865,91,In-store,Debit Card,5,2,27600
34628,7/11/2023,204,MC-17425,82,Online,Mobile Payment,4,3,59997
34629,7/11/2023,71,PO-18850,33,In-store,Debit Card,4,7,224110.95
34630,7/11/2023,195,CW-11905,33,In-store,Credit Card,4,1,42500
34631,7/11/2023,7,SR-20740,8,Online,Debit Card,7,8,118400
34632,7/11/2023,66,NZ-18565,23,Online,Mobile Payment,4,1,43910.85
34633,7/11/2023,54,MA-17995,39,In-store,Debit Card,6,1,56100
34634,7/11/2023,58,NP-18700,61,In-store,Mobile Payment,5,8,255200
34635,7/11/2023,27,KC-16675,58,In-store,Credit Card,1,7,131600
34636,7/11/2023,60,BF-11020,64,In-store,Mobile Payment,3,4,175643.4
34637,7/11/2023,157,VM-21685,56,In-store,Cash,7,5,187500
34638,7/11/2023,157,BW-11110,70,Online,Credit Card,6,4,150000
34639,7/11/2023,193,AS-10285,62,Online,Mobile Payment,2,7,262500
34640,7/11/2023,217,EL-13735,89,In-store,Credit Card,4,4,79996
34641,7/11/2023,88,MG-17875,54,Online,Mobile Payment,4,4,102443.4
34642,7/11/2023,45,MC-17275,49,Online,Debit Card,4,2,116400
34643,7/11/2023,21,DP-13165,9,Online,Mobile Payment,2,7,180600
34644,7/11/2023,51,JC-15775,37,In-store,Mobile Payment,4,7,226800
34645,7/11/2023,166,MO-17800,47,In-store,Credit Card,5,5,94995
34646,7/11/2023,52,LT-17110,23,In-store,Credit Card,4,7,428400
34647,7/11/2023,192,NL-18310,36,In-store,Debit Card,4,2,75000
34648,7/11/2023,139,BV-11245,35,Online,Mobile Payment,3,8,71928
34649,7/11/2023,180,SS-20140,76,In-store,Credit Card,1,6,113994
34650,7/11/2023,143,JS-15880,88,Online,Mobile Payment,6,5,179955
34651,7/11/2023,151,JF-5565,8,Online,Mobile Payment,7,6,207000
34652,7/11/2023,99,MC-7605,64,Online,Debit Card,3,5,182954.25
34653,7/11/2023,188,EB-3840,18,Online,Cash,5,1,49999
34654,7/11/2023,4,PB-9210,47,In-store,Credit Card,5,2,47600
34655,7/11/2023,52,CC-2220,21,In-store,Credit Card,2,1,61200
34656,7/11/2023,124,RD-9585,30,In-store,Credit Card,4,8,57528
34657,7/11/2023,162,JL-5130,43,Online,Mobile Payment,6,7,262500
34658,7/11/2023,93,BD-1605,86,In-store,Credit Card,5,5,102891.75
34659,7/11/2023,73,PO-8850,26,In-store,Cash,3,7,384235.95
34660,7/11/2023,124,LS-7245,85,In-store,Mobile Payment,2,5,35955
34661,7/11/2023,47,BP-1185,97,In-store,Credit Card,5,9,338400
34662,7/11/2023,18,MS-17710,19,Online,Mobile Payment,5,1,21800
34663,7/11/2023,195,VP-21760,15,In-store,Credit Card,5,3,127500
34664,7/11/2023,160,AR-10510,58,Online,Cash,1,8,300000
34665,7/11/2023,174,EJ-13720,95,Online,Mobile Payment,6,5,99995
34666,7/11/2023,201,DB-13360,66,In-store,Credit Card,2,4,150000
34667,7/11/2023,214,MH-17455,19,In-store,Debit Card,5,1,12999
34668,7/11/2023,153,JS-15685,99,In-store,Debit Card,4,3,112500
34669,7/12/2023,165,JH-15985,71,In-store,Cash,2,5,94995
34670,7/12/2023,34,RS-19420,93,Online,Mobile Payment,5,8,102400
34671,7/12/2023,166,MB-17305,31,Online,Mobile Payment,7,2,37998
34672,7/12/2023,144,RW-19690,47,Online,Debit Card,5,4,53964
34673,7/12/2023,135,RD-19585,53,Online,Credit Card,5,9,80919
34674,7/12/2023,20,Co-12640,13,Online,Debit Card,6,3,62400
34675,7/12/2023,164,JH-16180,38,Online,Debit Card,7,8,151992
34676,7/12/2023,217,RP-19390,5,In-store,Debit Card,6,9,179991
34677,7/12/2023,80,HA-14905,13,In-store,Debit Card,6,7,192085.95
34678,7/12/2023,158,JG-15805,43,Online,Cash,6,2,75000
34679,7/12/2023,85,NP-18325,80,In-store,Mobile Payment,4,4,117083.4
34680,7/12/2023,82,IG-15085,8,Online,Debit Card,7,9,288142.65
34681,7/12/2023,19,ZD-21925,71,Online,Cash,2,1,25800
34682,7/12/2023,160,MS-17770,72,In-store,Cash,5,8,300000
34683,7/12/2023,59,MC-17845,93,Online,Mobile Payment,5,9,197557.65
34684,7/12/2023,76,DB-3060,95,Online,Debit Card,6,4,128063.4
34685,7/12/2023,82,BP-1095,86,In-store,Credit Card,5,2,64031.7
34686,7/12/2023,143,BT-1305,74,In-store,Debit Card,6,1,35991
34687,7/12/2023,84,EL-3735,61,In-store,Cash,5,1,14630.85
34688,7/12/2023,213,MM-7260,98,Online,Cash,6,4,51996
34689,7/12/2023,32,JM-6195,42,In-store,Cash,7,2,23600
34690,7/12/2023,170,RP-9390,52,Online,Debit Card,4,8,151992
34691,7/12/2023,74,DL-3495,59,In-store,Debit Card,4,5,228704.25
34692,7/12/2023,116,NC-8415,90,In-store,Debit Card,3,6,58800
34693,7/12/2023,204,YC-21895,50,In-store,Cash,1,2,39998
34694,7/12/2023,77,SW-20275,47,Online,Cash,5,3,82322.55
34695,7/12/2023,156,MG-18205,56,In-store,Credit Card,7,4,150000
34696,7/12/2023,80,CJ-12010,31,In-store,Credit Card,7,8,219526.8
34697,7/12/2023,3,MD-17350,5,In-store,Credit Card,6,5,89000
34698,7/12/2023,201,TC-21145,52,In-store,Mobile Payment,4,3,112500
34699,7/12/2023,132,BK-11260,57,In-store,Debit Card,5,9,64719
34700,7/12/2023,10,MS-17980,8,In-store,Credit Card,7,3,50400
34701,7/12/2023,70,AG-10525,21,In-store,Debit Card,2,6,131705.1
34702,7/13/2023,133,MH-17620,49,Online,Credit Card,4,5,58455
34703,7/13/2023,121,FM-14380,15,In-store,Debit Card,5,4,47200
34704,7/13/2023,173,EP-13915,11,In-store,Cash,3,1,18999
34705,7/13/2023,172,DO-13645,72,In-store,Mobile Payment,5,4,79996
34706,7/13/2023,133,NF-18475,50,In-store,Cash,1,4,46764
34707,7/13/2023,118,DB-13120,58,In-store,Credit Card,1,9,115200
34708,7/13/2023,153,DV-13045,81,Online,Cash,4,2,75000
34709,7/13/2023,197,ML-18265,57,In-store,Cash,5,6,225000
34710,7/13/2023,73,MP-17965,81,Online,Debit Card,4,5,274454.25
34711,7/13/2023,179,BD-11725,96,Online,Cash,4,2,37998
34712,7/13/2023,2,VP-21730,42,Online,Debit Card,7,9,151200
34713,7/13/2023,82,AT-10435,96,Online,Mobile Payment,4,1,32015.85
34714,7/13/2023,122,CS-12400,28,In-store,Credit Card,7,7,94437
34715,7/13/2023,80,PK-19075,41,Online,Credit Card,4,5,137204.25
34716,7/13/2023,117,CM-12235,17,Online,Credit Card,1,1,11800
34717,7/13/2023,3,KL-16645,1,In-store,Credit Card,5,4,71200
34718,7/13/2023,89,CV-12295,94,In-store,Credit Card,4,7,204895.95
34719,7/13/2023,182,PV-18985,69,Online,Debit Card,6,1,18999
34720,7/13/2023,34,SC-20680,51,In-store,Mobile Payment,4,9,115200
34721,7/13/2023,26,MR-17545,58,In-store,Cash,1,3,56400
34722,7/13/2023,44,VG-21805,46,In-store,Mobile Payment,3,8,372800
34723,7/13/2023,107,SF-10200,95,Online,Cash,6,9,142200
34724,7/13/2023,19,SN-10560,73,In-store,Debit Card,2,4,103200
34725,7/13/2023,39,DO-3645,8,In-store,Debit Card,7,6,64800
34726,7/13/2023,163,EJ-3720,50,In-store,Mobile Payment,1,4,182000
34727,7/13/2023,205,CS-2355,89,Online,Cash,4,2,55000
34728,7/13/2023,22,MA-7995,66,Online,Credit Card,2,7,180600
34729,7/13/2023,62,LD-16855,42,In-store,Credit Card,7,1,21950.85
34730,7/13/2023,67,MP-18175,6,In-store,Debit Card,3,6,219545.1
34731,7/13/2023,160,TZ-21580,46,Online,Cash,3,5,187500
34732,7/13/2023,128,DL-13315,74,In-store,Mobile Payment,6,3,40473
34733,7/13/2023,64,VM-21685,35,In-store,Mobile Payment,3,3,76832.55
34734,7/13/2023,92,JF-15490,64,Online,Cash,3,6,87785.1
34735,7/13/2023,93,JD-16060,92,Online,Cash,2,1,20578.35
34736,7/13/2023,9,DB-13555,21,In-store,Cash,2,7,89600
34737,7/13/2023,101,CR-12580,94,Online,Debit Card,4,2,31600
34738,7/13/2023,186,BS-11755,18,Online,Cash,5,2,95000
34739,7/13/2023,94,FH-14365,21,Online,Cash,2,7,313780.95
34740,7/13/2023,150,BS-11755,91,Online,Mobile Payment,5,3,103500
34741,7/13/2023,145,MR-17545,63,Online,Mobile Payment,7,6,53946
34742,7/13/2023,131,HZ-14950,57,Online,Debit Card,5,8,179928
34743,7/13/2023,5,CM-11830,18,In-store,Cash,5,4,87200
34744,7/13/2023,56,CA-11965,79,Online,Debit Card,5,5,235500
34745,7/13/2023,78,PN-18775,2,In-store,Cash,3,8,219526.8
34746,7/13/2023,154,TZ-21445,5,Online,Mobile Payment,6,8,300000
34747,7/13/2023,57,PG-18820,49,Online,Mobile Payment,4,1,31900
34748,7/13/2023,60,CS-12175,42,Online,Credit Card,7,7,307375.95
34749,7/13/2023,193,SS-20590,40,In-store,Mobile Payment,2,5,187500
34750,7/13/2023,137,AF-10870,9,Online,Debit Card,2,2,23382
34751,7/13/2023,67,JC-15340,19,Online,Cash,5,9,329317.65
34752,7/13/2023,122,CH-12070,98,Online,Cash,6,9,121419
34753,7/13/2023,52,TP-21415,98,In-store,Cash,6,8,489600
34754,7/13/2023,76,TC-21475,13,In-store,Mobile Payment,6,2,64031.7
34755,7/13/2023,166,EB-13750,22,In-store,Debit Card,2,5,94995
34756,7/13/2023,87,HE-14800,47,In-store,Cash,5,2,58541.7
34757,7/13/2023,140,QJ-9255,91,Online,Mobile Payment,5,5,44955
34758,7/13/2023,160,CS-2175,51,Online,Credit Card,4,6,225000
34759,7/13/2023,94,ND-8460,49,Online,Mobile Payment,4,7,313780.95
34760,7/13/2023,206,SC-10260,98,Online,Cash,6,2,49000
34761,7/13/2023,104,JW-5220,21,In-store,Cash,2,1,13800
34762,7/13/2023,11,RA-9285,50,Online,Credit Card,1,2,33600
34763,7/13/2023,222,SW-20350,42,Online,Cash,7,2,49000
34764,7/13/2023,127,JE-15745,99,Online,Credit Card,4,4,28764
34765,7/13/2023,152,MF-17665,74,Online,Mobile Payment,6,8,300000
34766,7/13/2023,207,SB-20290,56,In-store,Cash,7,4,51996
34767,7/13/2023,90,SB-20290,76,In-store,Mobile Payment,1,6,153665.1
34768,7/13/2023,202,SM-20005,10,In-store,Credit Card,7,4,150000
34769,7/13/2023,51,BG-11740,84,In-store,Cash,6,5,162000
34770,7/13/2023,177,CB-12415,67,Online,Debit Card,4,9,170991
34771,7/13/2023,122,JK-15325,5,In-store,Credit Card,6,9,121419
34772,7/13/2023,196,RM-19750,61,In-store,Credit Card,5,2,75000
34773,7/13/2023,77,HM-14980,86,In-store,Credit Card,5,3,82322.55
34774,7/13/2023,30,KD-16615,89,Online,Mobile Payment,4,1,21800
34775,7/13/2023,153,CS-11950,62,Online,Mobile Payment,2,3,112500
34776,7/13/2023,223,JP-15520,91,Online,Mobile Payment,5,9,116991
34777,7/13/2023,108,JC-15340,75,In-store,Credit Card,2,5,79000
34778,7/13/2023,194,CG-12520,81,In-store,Cash,4,1,29999
34779,7/13/2023,200,DR-12880,42,In-store,Mobile Payment,7,2,75000
34780,7/13/2023,37,PG-18820,84,Online,Debit Card,6,7,82600
34781,7/13/2023,27,TB-21280,20,In-store,Credit Card,7,4,75200
34782,7/13/2023,112,LC-16930,57,In-store,Mobile Payment,5,3,41400
34783,7/13/2023,183,SS-20410,15,Online,Mobile Payment,5,3,56997
34784,7/13/2023,60,MY-18295,41,In-store,Credit Card,4,2,87821.7
34785,7/13/2023,27,KN-16450,86,Online,Credit Card,5,6,112800
34786,7/13/2023,149,CB-12535,76,In-store,Mobile Payment,1,3,103500
34787,7/13/2023,221,BS-11590,37,Online,Cash,4,8,159992
34788,7/13/2023,118,GG-14650,82,Online,Debit Card,4,8,102400
34789,7/13/2023,109,Dp-13240,75,In-store,Mobile Payment,2,5,64000
34790,7/13/2023,38,CV-12805,10,Online,Cash,7,1,11800
34791,7/13/2023,26,SR-10740,75,Online,Debit Card,2,5,94000
34792,7/13/2023,80,PW-9240,98,In-store,Credit Card,6,9,246967.65
34793,7/13/2023,80,JK-5325,35,Online,Credit Card,3,4,109763.4
34794,7/13/2023,104,BC-1125,43,Online,Cash,6,7,96600
34795,7/13/2023,210,AB-60,95,In-store,Mobile Payment,6,3,38997
34796,7/13/2023,68,KL-6645,76,In-store,Mobile Payment,1,8,409846.8
34797,7/13/2023,61,DV-3045,50,In-store,Mobile Payment,1,5,109754.25
34798,7/13/2023,180,JC-5385,43,Online,Mobile Payment,6,4,75996
34799,7/13/2023,31,VF-21715,42,In-store,Debit Card,7,8,174400
34800,7/13/2023,114,LH-17155,17,In-store,Credit Card,1,4,47200
34801,7/13/2023,12,TC-21145,63,In-store,Credit Card,7,7,96600
34802,7/13/2023,168,AJ-10780,66,In-store,Debit Card,2,8,151992
34803,7/13/2023,90,VG-21805,67,Online,Mobile Payment,4,4,102443.4
34804,7/13/2023,206,LW-17125,91,In-store,Cash,5,4,98000
34805,7/13/2023,76,RC-19825,100,In-store,Mobile Payment,4,8,256126.8
34806,7/13/2023,29,RB-19360,95,Online,Credit Card,6,3,56400
34807,7/13/2023,101,BF-11275,73,In-store,Credit Card,2,5,79000
34808,7/13/2023,86,AG-10675,41,In-store,Mobile Payment,4,6,115235.1
34809,7/13/2023,134,JR-15700,80,Online,Credit Card,4,5,58455
34810,7/13/2023,29,AG-10270,72,Online,Mobile Payment,5,7,131600
34811,7/13/2023,183,GH-14410,76,In-store,Cash,1,4,75996
34812,7/13/2023,105,BD-11500,49,In-store,Mobile Payment,4,9,124200
34813,7/13/2023,26,RA-19885,76,In-store,Cash,1,4,75200
34814,7/13/2023,205,JF-15355,62,Online,Debit Card,2,5,137500
34815,7/13/2023,26,EH-14185,73,In-store,Cash,2,7,131600
34816,7/13/2023,180,DO-13435,42,Online,Cash,7,4,75996
34817,7/13/2023,96,PB-19105,21,Online,Cash,2,4,73163.4
34818,7/13/2023,205,LL-16840,50,In-store,Credit Card,1,3,82500
34819,7/13/2023,87,DH-3675,52,In-store,Cash,4,5,146354.25
34820,7/13/2023,177,JE-5610,41,In-store,Debit Card,4,2,37998
34821,7/13/2023,173,JK-5370,32,In-store,Cash,3,6,113994
34822,7/13/2023,179,EM-4065,86,Online,Mobile Payment,5,3,56997
34823,7/13/2023,56,MW-8220,97,In-store,Cash,5,4,188400
34824,7/13/2023,120,SC-10770,90,In-store,Mobile Payment,3,9,88200
34825,7/13/2023,126,DE-3255,34,In-store,Credit Card,5,1,7191
34826,7/13/2023,91,LF-7185,100,Online,Mobile Payment,4,2,27431.7
34827,7/13/2023,6,CK-2595,15,Online,Cash,5,7,166600
34828,7/13/2023,165,VG-11790,86,Online,Cash,5,7,132993
34829,7/13/2023,119,PO-9195,84,Online,Cash,6,8,102400
34830,7/13/2023,208,CK-12595,75,In-store,Mobile Payment,2,5,64995
34831,7/13/2023,68,JG-15160,32,Online,Credit Card,3,8,409846.8
34832,7/13/2023,169,HH-15010,76,In-store,Debit Card,1,4,75996
34833,7/13/2023,127,JH-15910,86,In-store,Cash,5,1,7191
34834,7/13/2023,186,LH-17155,89,In-store,Debit Card,4,5,237500
34835,7/13/2023,78,TB-21625,73,Online,Credit Card,2,5,137204.25
34836,7/13/2023,56,VT-21700,75,Online,Cash,2,7,329700
34837,7/13/2023,14,TS-21505,88,In-store,Cash,6,1,15800
34838,7/13/2023,30,LD-16855,47,In-store,Debit Card,5,8,174400
34839,7/13/2023,222,LH-16750,77,In-store,Debit Card,4,4,98000
34840,7/13/2023,39,MG-18145,56,In-store,Debit Card,7,6,64800
34841,7/13/2023,59,TB-21520,49,In-store,Credit Card,4,7,153655.95
34842,7/13/2023,25,JJ-15445,43,Online,Mobile Payment,6,6,112800
34843,7/13/2023,36,SW-20455,14,In-store,Debit Card,5,6,70800
34844,7/13/2023,160,MH-17455,89,In-store,Cash,4,3,112500
34845,7/13/2023,156,EM-13825,98,In-store,Mobile Payment,6,2,75000
34846,7/13/2023,19,MS-17365,86,In-store,Debit Card,5,1,25800
34847,7/13/2023,84,AR-540,93,In-store,Debit Card,5,4,58523.4
34848,7/13/2023,193,AH-195,84,Online,Credit Card,6,8,300000
34849,7/13/2023,17,MR-7545,50,Online,Mobile Payment,1,6,130800
34850,7/13/2023,212,TW-11025,86,Online,Mobile Payment,5,3,38997
34851,7/13/2023,218,ML-7410,64,In-store,Credit Card,3,5,99995
34852,7/13/2023,205,YS-21880,23,In-store,Mobile Payment,4,1,27500
34853,7/13/2023,64,RB-19645,61,Online,Credit Card,5,3,76832.55
34854,7/13/2023,60,RB-19795,58,In-store,Mobile Payment,1,4,175643.4
34855,7/13/2023,171,BG-11035,42,Online,Debit Card,7,6,113994
34856,7/13/2023,195,AG-10675,10,Online,Credit Card,7,7,297500
34857,7/13/2023,147,RA-19285,67,Online,Cash,4,3,103500
34858,7/13/2023,144,Dp-13240,86,Online,Mobile Payment,5,4,53964
34859,7/13/2023,17,CJ-11875,50,In-store,Cash,1,1,21800
34860,7/13/2023,51,SM-20950,61,In-store,Credit Card,5,5,162000
34861,7/13/2023,44,CD-12280,80,In-store,Cash,4,6,279600
34862,7/13/2023,27,AD-10180,82,In-store,Mobile Payment,4,7,131600
34863,7/13/2023,61,BW-11065,66,Online,Cash,2,9,197557.65
34864,7/13/2023,160,KB-16600,18,Online,Mobile Payment,5,1,37500
34865,7/13/2023,222,AG-10330,63,Online,Mobile Payment,7,8,196000
34866,7/13/2023,13,TS-21430,91,In-store,Mobile Payment,5,4,59200
34867,7/13/2023,130,JE-16165,76,Online,Cash,1,9,161919
34868,7/13/2023,7,NS-18505,13,In-store,Mobile Payment,6,1,14800
34869,7/13/2023,66,BD-11320,32,In-store,Credit Card,3,5,219554.25
34870,7/13/2023,98,CC-12370,56,Online,Credit Card,7,3,82322.55
34871,7/13/2023,59,CR-12820,23,In-store,Debit Card,4,5,109754.25
34872,7/13/2023,160,LO-17170,8,In-store,Debit Card,7,3,112500
34873,7/13/2023,44,CM-11935,91,In-store,Cash,5,2,93200
34874,7/13/2023,87,AB-10060,63,Online,Debit Card,7,5,146354.25
34875,7/13/2023,49,SW-20245,50,Online,Credit Card,1,1,37600
34876,7/13/2023,53,CC-12145,83,Online,Cash,3,5,256500
34877,7/13/2023,202,FO-14305,50,Online,Mobile Payment,1,1,37500
34878,7/13/2023,3,MT-18070,18,Online,Credit Card,5,7,124600
34879,7/13/2023,92,GB-14530,97,In-store,Cash,5,3,43892.55
34880,7/13/2023,72,KM-16225,42,In-store,Debit Card,7,7,384235.95
34881,7/13/2023,201,SM-20950,72,Online,Credit Card,5,3,112500
34882,7/13/2023,94,TS-11340,11,In-store,Credit Card,3,2,89651.7
34883,7/13/2023,206,AS-630,50,In-store,Mobile Payment,1,9,220500
34884,7/13/2023,223,BH-1710,94,Online,Credit Card,4,6,77994
34885,7/13/2023,192,KL-6645,79,In-store,Credit Card,5,9,337500
34886,7/13/2023,89,BT-1440,96,Online,Debit Card,4,5,146354.25
34887,7/13/2023,29,AG-10765,77,In-store,Cash,4,5,94000
34888,7/13/2023,5,EB-14170,58,Online,Mobile Payment,1,4,87200
34889,7/13/2023,172,CM-12385,43,Online,Mobile Payment,6,8,159992
34890,7/13/2023,105,SR-20740,11,In-store,Mobile Payment,3,8,110400
34891,7/13/2023,15,NF-18385,9,Online,Credit Card,2,6,88800
34892,7/13/2023,79,SC-20800,33,In-store,Debit Card,4,4,219563.4
34893,7/13/2023,102,TB-21250,77,In-store,Cash,4,1,15800
34894,7/13/2023,218,JW-15220,70,Online,Mobile Payment,6,7,139993
34895,7/13/2023,200,KB-16315,93,In-store,Credit Card,5,3,112500
34896,7/13/2023,61,PG-18820,35,In-store,Cash,3,4,87803.4
34897,7/13/2023,11,JC-15340,24,In-store,Mobile Payment,5,4,67200
34898,7/13/2023,102,BE-11335,50,In-store,Mobile Payment,1,5,79000
34899,7/13/2023,51,TP-21565,51,Online,Cash,4,5,162000
34900,7/13/2023,210,SE-20110,36,In-store,Debit Card,4,2,25998
34901,7/13/2023,141,DW-13585,94,In-store,Mobile Payment,4,5,134955
34902,7/13/2023,50,GK-14620,36,In-store,Debit Card,4,2,170800
34903,7/13/2023,66,DP-13165,31,In-store,Debit Card,7,6,263465.1
34904,7/13/2023,104,MD-17860,86,In-store,Debit Card,5,7,96600
34905,7/13/2023,55,HH-15010,28,Online,Credit Card,7,2,112200
34906,7/13/2023,209,JK-15730,54,In-store,Cash,4,9,116991
